п/н";"Объект";"Адрес";"Округ";"Компания";"Менеджер";"Период обслуживания";"Latitude";"Longitude";"Дата последнего ТО";"Ссылка"
"137260";"«ВсеИнструменты.ру»/Пункт выдачи ""Всеинструменты""";"Московская обл, г.о. Истра, д Высоково, ул Центральная, зд. 40";"СВАО";"Гранит";"Ткаченко В.Н.";"КВ";"55.9141765";"36.8596653";"новый";"#33668788"
"137194";"ООО ""Фаэлит""";"Москва Коминтерна, 15,";"СВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.9240422";"37.8137756";"новый";"#40148058"
"130150";"ИП Макарова М А Салон Красоты ""Top Nails""";"Москва, ул. Берёзовая аллея, 17 к. 2";"СВАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.8497093";"37.6210878";"новый";"#40469694"
"1465";"ООО «ПОЛЬЗАБОКС» (Офис «ПОЛЬЗАБОКС»)";"г Королёв, ул Ломоносова, д. 7";"СВАО";"Технологии Безопасности";"Ахметкалиев Ф.Х.";"КВ";"55.9461509";"37.9038611";"новый";"#33142441"
"137827";"ООО «ПОТОК» / Гастроном «Белорусские товары/Табак/Пиво/Шаурма/Сахалинский икорный дом»";"Москва г, ул Изумрудная, д. 40";"СВАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.8764226";"37.6907343";"новый";"#37167979"
"138101";"ИП Романов Сергей Андреевич/Кладовка ""СКЛАДНО""";"Москва проезд Кадомцева, д. 15";"СВАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.8277783";"37.6636649";"новый";"#38212683"
"151675";"ООО «Система»/Пекарня Буханка";"Москва г, ул Годовикова, д. 11, к. 2";"СВАО";"Гранит";"Ткаченко В.Н.";"КВ";"55.6988401";"37.4619125";"новый";"https://durnovcev2000.kaiten.ru/space/328069/card/40678948"
"151675";"ООО «Система»/Пекарня Буханка";"Москва г, ул Годовикова, д. 11, к. 2";"СВАО";"Гранит";"Ткаченко В.Н.";"КВ";"55.5020539";"37.3279478";"новый";"https://durnovcev2000.kaiten.ru/space/361472/card/40678948"
"137536";"ООО ""Аптека экономия 2""/Аптека ""ФармЛенд""";"Москва,ул.Мурановская,7";"СВАО";"Технологии Безопасности";"Гунин В.В.";"КВ";"55.89225";"37.597372";"новый";"#40906399"
"136019";"ООО «ВОСХОД»/ Пекарня Буханка";"Москва г, ул Складочная, д. 2";"СВАО";"Гранит";"Ткаченко В.Н.";"КВ";"55.801174";"37.5969652";"новый";"#41070147"
"138420";"ООО «ПРОМНАСОСИНЖИНИРИНГ» / Кладовые «Кладовкин»";"Москва,   пр-кт Мира, д. 131, к. 2";"СВАО";"Технологии Безопасности";"Михайлов А.Ю.";"КВ";"55.8311194";"37.6503523";"новый";"#41130143"
"138134";"АО «2ЛАБ» / Медицинский центр ""2 LAB""";"г Пушкино, ул Просвещения, д. 12, к. 2";"СВАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"56.0203578";"37.859733";"новый";"#41132459"
"133879";"ООО ФАТОШКА/Салон красоты";"Москва г, Фонвизина ул, дом 4";"СВАО";"Технологии Безопасности";"Мозговой И.В.";"КВ";"55.8192809";"37.5827281";"29. 11.2024";"#33668908"
"1376157";"ООО «ЭДЕМ»/Стоматология «ПрезиДент»";"Москва , ул Заповедная, д. 16, к. 1";"СВАО";"Технологии Безопасности";"Сергеев Н.Р.";"КВ";"55.8670154";"37.6386211";"29. 11.2024";"-"
"50795";"ИП Кан Елена Павловна Магазин «Суши Стор»";"г. Москва, ул. Изумрудная д, 18";"СВАО";"Гранит";"Калиниченко А.С.";"КВ";"55.871011";"37.682916";"28.11..2024";"#33668810"
"151452";"ООО «РЕНТ ЦЕНТРАЛЬ»/ Ломбард Благо";"Москва г, Заревый проезд, дом 10";"СВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.886035";"37.658508";"28. 11.2024";"#33668891"
"ТО-2801";"ООО Хелима Рус склад";"МО г Мытищи ш. Волковское, вл 15В, стр. 1";"СВАО";"Нева-Москва";"Михно С.С.";"КВ";"55.934102";"37.739322";"28. 11.2024";"https://durnovcev2000.kaiten.ru/space/306672/card/33668938"
"132594";"ООО ""Фаэлит""/ Аптека Планета Здоровья";"Москва г, Коминтерна 15";"СВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.87100359999999";"37.6895127";"25. 11.2024";"#33668819"
"93275";"Салон Оптика, ООО Восход,";"Мытищи, ул. Воровского, д.5";"СВАО";"Гранит";"Сергеев Н.Р.";"КВ";"55.9181586";"37.7590469";"22. 11.2024";"#33668941"
"132059";"ООО ""Планета Здоровья Холдинг"" / Аптека Планета Здоровья";"Московская обл, Мытищи г, Заречная ул, дом № 5";"СВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.9281588";"37.6229525";"22. 11.2024";"#33668945"
"137555";"ООО «Мой Ломбард»/Ломбард";"Мытищи г., ул.Колонцова,д.1";"СВАО";"Технологии Безопасности";"Михно С.С.";"КВ";"55.9144163";"37.7620983";"22. 11.2024";"#32935164"
"90451";"ООО ""ЛАБОРАТОРИЯ ЗДОРОВЬЯ""/Медицинский центр";"Московская обл, Мытищи г, Колпакова ул, дом № 10";"СВАО";"Гранит";"Сергеев С.В.";"М";"55.918545";"37.7304837";"05.11. 2024";"#33668944"
"132583";"ООО «Система»/Пекарня Буханка";"Московская обл, Мытищи г, Мира ул, дом № 37";"СВАО";"Гранит";"Иванов";"КВ";"55.9153215";"37.7266176";"05. 11.2024";"#33668843"
"1313";"ИП Варицкая Татьяна Викторовна Частный детский сад «Sun School»";"г. Москва, ул. Олонецкая, 4, подъезд №2";"СВАО";"Гранит";"Мозговой И.В.";"КВ";"55.85236270000001";"37.61905";"-";"#32510844"
"1432";"ООО «РЕНТ ЦЕНТРАЛЬ»/ Ломбард Благо";"г. Москва, Алтуфьевское ш, дом 86";"СВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.8485542";"37.583099";"29.11.2024";"#33668863"
"132085";"ООО «Система»/Пекарня «Буханка»";"Москва г Олонецкая ул, дом № 4";"СВАО";"Гранит";"Ткаченко В.Н.";"КВ";"55.8546099";"37.6201204";"29.11.2024";"#33668838"
"133104";"ООО «ЧИСС Групп» (ЛАБОРАТОРИЯ ""ГЕМОТЕСТ"")";"Москва г, Декабристов ул, дом 10, корпус 3";"СВАО";"Гранит";"Христенко Е.А.";"КВ";"55.865173";"37.600068";"29.11.2024";"#33668840"
"134270";"ИП Еремеев Е.С./кофейня-кондитерская «Вкусный Выбор»";"Москва г, Сельскохозяйственная ул, дом № 35";"СВАО";"Технологии Безопасности";"Михно С.С.";"КВ";"55.8464777";"37.6267145";"29.11.2024";"#33668806"
"135131";"ООО «ВИАМ-Фарм» (Аптека)";"Москва г, Марфинская Б. ул, дом 4, корпус 4";"СВАО";"Технологии Безопасности";"Сергеев С.В.";"КВ";"55.826589";"37.596372";"29.11.2024";"#33668805"
"137003";"ООО «ВОСХОД»/ Пекарня Буханка";"Москва г, аллея Берёзовая, д. 19, к. 2";"СВАО";"Гранит";"Ткаченко В.Н.";"КВ";"55.8483348";"37.6240984";"29.11.2024";"#33668867"
"137258";"ИП Шипот Максим Владимирович (Магазин «ЦентрФуд"")";"Москва г, ул Декабристов, д. 6, к. 1";"СВАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.8665402";"37.5925717";"29.11.2024";"#33668912"
"ТО-№528ТБ";"ИП Земляков Игорь Николаевич /Магазин разливного пива ""Место Пиво""";"г. Москва, ул. Сельскохозяйственная, 35";"СВАО";"Технологии Безопасности";"Мозговой И.В.";"КВ";"55.85377039999999";"37.6258197";"29.11.2024";"#33668878"
"1217";"ООО «МедОк» (Клиника «Инвитро»)";"г. Москва, ул. Малыгина, д. 22 корп.1";"СВАО";"Гранит";"Христенко Е.А.";"КВ";"55.884541";"37.688936";"28.11.2024";"#33668781"
"134067";"ООО «Система»/Пекарня Буханка";"Москва г, Тайнинская ул, дом 9";"СВАО";"Гранит";"Ткаченко В.Н.";"КВ";"55.881452";"37.6824671";"28.11.2024";"#33668820"
"ТО-2801";"ООО Хелима Рус склад";"МО г Мытищи ш. Волковское, вл 15В, стр. 1";"СВАО";"Нева-Москва";"Михно С.С.";"КВ";"55.934102";"37.739322";"28.11.2024";"#33668938"
