п/н";"Объект";"Адрес";"Округ";"Компания";"Менеджер";"Период обслуживания";"Latitude";"Longitude";"Дата последнего ТО";"Ссылка"
"133312";"ГКУ чс";"Москва г, Зои и Александра Космодемьянских ул, дом 31 корпус 3";"Одинцово";"Нева-2";"Шагров Д.Д.";"М";"55.82502599999999";"37.52184099999999";"06.05.2025";"https://durnovcev2000.kaiten.ru/33681652"
"№ 986ТБ";"ООО ""Неовед"" Прыгунов Владимир Игоревич /Ветеринарная Лаборатория";"Москва г, ул Илимская, д. 4";"Одинцово";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.6293883";"37.6211039";"06.05.2025";"https://durnovcev2000.kaiten.ru/38401924"
"131855";"ООО «ЦМЗ «МеМенто»";"г. Москва, ул. Ленская, д. 28";"Одинцово";"Гранит";"Гаук Е.М.";"КВ";"55.868747";"37.655948";"22.04.2025";"https://durnovcev2000.kaiten.ru/33668845"
"91391";"ИП Жорова Гастроном";"Москва ул.Введенского д16";"Одинцово";"Гранит";"Сергеев Н.Р.";"КВ";"55.6427949";"37.5404772";"21.04.2025";"https://durnovcev2000.kaiten.ru/33814915"
"136614";"ИП Львов Евгений Александрович, Кладовка ""СКЛАДНО""";"Москва г, Островитянова ул, дом № 19/22";"Одинцово";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.6394958";"37.5054232";"21.04.2025";"https://durnovcev2000.kaiten.ru/33814803"
"83764";"ИП Маталова Галина Акиндиновна, (Салон-парикмахерская на Варшавке)";"Москва Варшавское ш дом 74 к 1";"Одинцово";"Аллигатор";"-";"КВ";"55.655917";"37.618449";"21.04.2025";"https://durnovcev2000.kaiten.ru/32511272"
"93132";"Аптека ""Планета здоровья""";"МО, г. Лобня, ул. Калинина д.11А";"Одинцово";"Гранит";"Пряшников Д.Ю.";"М";"56.003895";"37.4861858";"21.04.2025";"https://durnovcev2000.kaiten.ru/33681975"
"93058";"Аптека ""Планета Здоровья""";"г. Химки, Маяковского ул., д. 21/13";"Одинцово";"Гранит";"Пряшников Д.Ю.";"М";"55.89203000000001";"37.43978";"21.04.2025";"https://durnovcev2000.kaiten.ru/33682077"
"130366";"аптека ""Планета Здоровья""";"г.Москва, ул. Татьянин парк, д. 20";"Одинцово";"Гранит";"Пряшников Д.Ю.";"М";"55.6554499";"37.4303079";"21.04.2025";"https://durnovcev2000.kaiten.ru/32511935"
"130702";"ИП Гумирова Екатерина Ренатовна (Детский сад Sun School)";"Москва, деревня Говорово, ул. Центральная, д. 2/1";"Одинцово";"Гранит";"Гунин В.В.";"М";"55.65166480000001";"37.4295591";"21.04.2025";"https://durnovcev2000.kaiten.ru/32511939"
"№ 661ТБ";"Журавлева Алина Александровна (Кафе ""KUBA"")";"Москва г, Лобненская ул, дом № 13, корпус 2";"Одинцово";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.8920074";"37.5260775";"18.04.2025";"https://durnovcev2000.kaiten.ru/33680253"
"№ 1042";"ИП Елесин В.В., Магазин «Место Пиво»";"г. Москва, Лобненская, д. 13, к. 1";"Одинцово";"Технологии Безопасности";"Мозговой И.В.";"КВ";"55.888355";"37.533663";"18.04.2025";"https://durnovcev2000.kaiten.ru/41144598"
"83728";"ООО ""Натура Сиберика""";"г. Москва, ул. Маросейка д. 4/2 с.1";"Одинцово";"Аллигатор";"Ахметвалиева В.М.";"КВ";"55.7573902";"37.6334437";"18.04.2025";"https://durnovcev2000.kaiten.ru/32562440"
"82220 , 82219";"ИП Андреева Елена Николаевна, магазин ткани";"Чаплыгина, д.15, стр.5";"Одинцово";"Аллигатор";"Ахметвалиева В.М.";"КВ";"55.7618498";"37.6500788";"18.04.2025";"https://durnovcev2000.kaiten.ru/32562718"
"90375";"ИП Чунакова Я.В Студия Маникюра";"Г. МОСКВА, УЛ. Маросейка, д. 6-8 стр 1";"Одинцово";"Гранит";"Дубовик А.С.";"КВ";"55.7574524";"37.6346549";"18.04.2025";"https://durnovcev2000.kaiten.ru/32562727"
"90224";"Магазин ""Оптика"", ООО Ленц 89";"г. Балашиха, Балашихинское шоссе 16";"Одинцово";"Гранит";"Сергеев Н.Р.";"КВ";"55.79160040000001";"37.7746855";"18.04.2025";"https://durnovcev2000.kaiten.ru/31417236"
"90228";"Магазин ""Оптика"", ООО Ленц89";"Балашиха, пр-т Ленина 15/7";"Одинцово";"Гранит";"Сергеев Н.Р.";"КВ";"55.7507288";"37.8147651";"18.04.2025";"https://durnovcev2000.kaiten.ru/31417371"
"91586";"Аптека ""Планета Здоровья""";"г.Москва, ул. Корнея Чуковского 3";"Одинцово";"Гранит";"Пряшников Д.Ю.";"М";"55.6364879";"37.3280063";"18.04.2025";"https://durnovcev2000.kaiten.ru/32511907"
"ТО- № 997ТБ";"ИП Ручкина Анисья Дмитриевна / Пекарня “Буханка”";"Москва, Остафьевское шоссе, дом 14, стр. 1";"Одинцово";"Эсток-Сервис";"Христенко Е.А.";"КВ";"55.50057289999999";"37.51803659999999";"17.04.2025";"https://durnovcev2000.kaiten.ru/32510746"
"1300";"ИП Соловцов Валентин Вадимович/магазин СУШИ ВОК";"Подольск г, Бульвар 65-летия Победы, дом № 12, корпус 1";"Одинцово";"Эсток-Сервис";"Калиниченко А.С.";"КВ";"55.4193004";"37.4820691";"16.04.2025";"https://durnovcev2000.kaiten.ru/32510899"
"ТО-1171";"ООО «Диагностика АСК» (Медицинский центр «CMD-анализы»)";"МО, г.о. Красногорск, р. п. Нахабино, ул. Королева, д. 5, пом. 16";"Одинцово";"Гранит";"Христенко Е.А.";"КВ";"55.8507841";"37.1937181";"16.04.2025";"https://durnovcev2000.kaiten.ru/33681005"
"ТО-1513";"Гемотест";"Московская обл, Химки г, Совхозная ул, дом № 10";"Одинцово";"Гранит";"Христенко Е.А.";"КВ";"55.9009401";"37.4827203";"15.04.2025";"https://durnovcev2000.kaiten.ru/33680220"
"90041";"«Научно-исследовательский реставрационный центр»";"Москва, Севастопольский пр. 21";"Одинцово";"Гранит";"Супонников М.С.";"КВ";"55.677403";"37.594792";"15.04.2025";"https://durnovcev2000.kaiten.ru/33814832"
"ТО-2356";"ЗАО ""Норд""";"Москва, ул. Севастопольский пр-т, д. 25";"Одинцово";"Гранит";"Супонников М.С.";"КВ";"55.6766489";"37.5937968";"15.04.2025";"https://durnovcev2000.kaiten.ru/33814886"
"136782";"ИП Демьянов Данила Алексеевич, Кладовка ""СКЛАДНО";"Москва г, Нагорная ул, дом № 24, корпус 5";"Одинцово";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.6774601";"37.6021511";"15.04.2025";"https://durnovcev2000.kaiten.ru/33814756"
"90279";"Аптека ""Планета здоровья""";"г.Долгопрудный, ул. Первомайская д.50.";"Одинцово";"Технологии Безопасности";"Пряшников Д.Ю.";"М";"55.937694";"37.518282";"15.04.2025";"https://durnovcev2000.kaiten.ru/33682118"
"№ 1140/30";"ООО «Безопасность Групп»/(Аптека «Таблеточка»)";"Москва, ул. Нагорная, 30 к1";"Одинцово";"Технологии Безопасности";"Гусев П.И.";"КВ";"55.675448";"37.597416";"15.04.2025";"https://durnovcev2000.kaiten.ru/44219938"
"93055";"Аптека ""Планета Здоровья""";"МО, Реутов, ул. Южная 19";"Одинцово";"Гранит";"Пряшников Д.Ю.";"М";"55.7934338";"37.8019375";"15.04.2025";"https://durnovcev2000.kaiten.ru/31418495"
"93118";"Аптека ""Планета Здоровья""";"Москва, ул. Суздальская д. 34к1";"Одинцово";"Гранит";"Пряшников Д.Ю.";"М";"55.7859056";"37.7110971";"15.04.2025";"https://durnovcev2000.kaiten.ru/31418450"
"39050";"Аптека ""Планета Здоровья""";"Москва, ул. Суздальская, д. 12/1";"Одинцово";"Гранит";"Пряшников Д.Ю.";"М";"55.81276339999999";"37.7165336";"15.04.2025";"https://durnovcev2000.kaiten.ru/31418316"
"136701";"ООО ""АЗС НАФТА"" (АЗС НАФТА)";"56,299663 36,797880";"Одинцово";"Технологии Безопасности";"Сафин М.С.";"КВ";"56.299663";"36.79788";"14.04.2025";"https://durnovcev2000.kaiten.ru/44940425"
"130712";"ООО ""Восток""аптека Планета Здоровья""";"МО, п. Сосенское, б-р Скандинавский, д. 4, корп. 1";"Одинцово";"Гранит";"Пряшников Д.Ю.";"М";"55.5808021";"37.466857";"14.04.2025";"https://durnovcev2000.kaiten.ru/32511369"
"90706";"Аптека ""Планета здоровья""";"г.Москва, ул. Сумская 6/1";"Одинцово";"Гранит";"Пряшников Д.Ю.";"М";"55.6242197";"37.6040336";"14.04.2025";"https://durnovcev2000.kaiten.ru/32511612"
"93083";"аптека ""Планета Здоровья""";"г. Москва ул. Красного Маяка д.10";"Одинцово";"Гранит";"Пряшников Д.Ю.";"М";"55.613125";"37.593084";"14.04.2025";"https://durnovcev2000.kaiten.ru/32511617"
"151691";"ООО «ВКУСНО»/пекарня ""Буханка""";"Москва г, ул Винницкая, д. 8, к. 4";"Одинцово";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.7001763";"37.4937146";"14.04.2025";"https://durnovcev2000.kaiten.ru/40832801"
"93306";"ООО ""Стоматология Джи Эс";"Москва г, ул Столетова, д. 11";"Одинцово";"Технологии Безопасности";"Чиграй А.С.";"КВ";"55.703624";"37.499479";"14.04.2025";"https://durnovcev2000.kaiten.ru/32562106"
"ТО-2232";"ООО «КРМ»/Салон красоты «Manon";"Москва г, Столетова ул, дом 17";"Одинцово";"Гранит";"Полубояринов";"КВ";"55.7013511";"37.4982057";"14.04.2025";"https://durnovcev2000.kaiten.ru/32562757"
"134584";"ООО «ВОСХОД»/ Пекарня Буханка";"Москва г, Лобачевского ул, дом № 120, корпус 1";"Одинцово";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.6617472";"37.5079235";"14.04.2025";"https://durnovcev2000.kaiten.ru/32562807"
"136850";"ООО «МедАрена» (Медицинский офис ""Анализы ДНКОМ""";"Москва г, вн.тер.г. муниципальный округ Раменки, ул Янковского, д. 1, к. 2";"Одинцово";"Гранит";"Мозговой И.В.";"КВ";"55.696423";"37.473770";"14.04.2025";"https://durnovcev2000.kaiten.ru/33814910"
"151686";"ООО «ВКУСНО»/пекарня ""Буханка""";"г Москва Аминьевское шоссе, д. 4Д, к. 2";"Одинцово";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.700106";"37.468039";"14.04.2025";"https://durnovcev2000.kaiten.ru/40677058"
"93121";"Аптека ""Планета Здоровья""";"г. Москва, ул. Фридриха Энгельса 7-21";"Одинцово";"Гранит";"Пряшников Д.Ю.";"М";"55.7979893";"37.7158689";"14.04.2025";"https://durnovcev2000.kaiten.ru/32563066"
"90870";"ООО «Дарси» (Офис Дарси)";"Москва г, Улофа Пальме ул, дом № 1";"Одинцово";"Технологии Безопасности";"Бурлакова Д.М.";"КВ";"55.7187681";"37.5121847";"14.04.2025";"https://durnovcev2000.kaiten.ru/32562262"
"137484";"ИП Ушакова Ю.А., Пекарня «Буханка»";"г. Звенигород, район Восточный, 3-й микрорайон, 12";"Одинцово";"Технологии Безопасности";"Мозговой И.В.";"КВ";"55.7231545";"36.8721009";"11.04.2025";"https://durnovcev2000.kaiten.ru/32519890"
"91848";"ООО ""Гурман""";"МО, д. Изварино, ул. Омская, д.5, к 2";"Одинцово";"Гранит";"Калиниченко А.С.";"КВ";"55.6177247";"37.2656502";"11.04.2025";"https://durnovcev2000.kaiten.ru/32512053"
"136305";"ООО «Храмина» (Пекарня «Буханка»)";"Москва г, Ленинский пр-кт, дом 83";"Одинцово";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.6818377";"37.5397939";"10.04.2025";"https://durnovcev2000.kaiten.ru/33814905"
"22122";"ИП Лауга Сергей Владимирович / гастроном";"Москва г, пр-кт Ленинский, д. 62/1";"Одинцово";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.6945262";"37.5549787";"10.04.2025";"https://durnovcev2000.kaiten.ru/37169100"
"ТО-№ 787 ТБ";"ИП Славнова Ольга Ивановна/Центр иностранных языков YES";"Москва г, вн.тер.г. муниципальный округ Донской, ул Вавилова, д. 95, помещ. 5/1, помещение VII (помещения 1,2,3,4,5,6,7,7а)";"Одинцово";"Технологии Безопасности";"Дурновцев Н.Н.";"КВ";"55.6761063";"37.5421457";"10.04.2025";"https://durnovcev2000.kaiten.ru/33814813"
"93127";"Аптека ""Планета Здоровья""";"г. Москва, ш. Энтузиастов 18";"Одинцово";"Гранит";"Пряшников Д.Ю.";"М";"55.823839";"37.819162";"10.04.2025";"https://durnovcev2000.kaiten.ru/31420317"
"136776";"ООО «Фёрст Скул», частная школа ""Lartums school""";"Москва г, Головинское ш, дом № 10Б";"Одинцово";"Технологии Безопасности";"Чиграй А.С.";"М";"55.8393252";"37.492858";"10.04.2025";"https://durnovcev2000.kaiten.ru/33681653"
"134844";"ООО ""Ромашки""/ Аптека Фармленд";"Москва,   Ленинский проспект, д. 75/9";"Одинцово";"Технологии Безопасности";"Гунин В.В.";"КВ";"55.6869835";"37.545124";"10.04.2025";"https://durnovcev2000.kaiten.ru/48271730"
"134163";"ООО «Система»/Пекарня Буханка";"Москва г, Феодосийская ул, дом 7, корпус 1";"Одинцово";"Гранит";"Ткаченко В.Н.";"КВ";"55.5616638";"37.5777688";"09.04.2025";"https://durnovcev2000.kaiten.ru/32510813"
"18979";"Медицинский центр ""Асклепион""";"г.Москва, ул. Дубравная, д. 41/2";"Одинцово";"Гранит";"Сергеев Н.Р.";"КВ";"55.841663";"37.35931";"09.04.2025";"https://durnovcev2000.kaiten.ru/33680831"
"90283";"ООО ""Сириус"", Ассортида";"Крылатские холмы, д.53";"Одинцово";"Гранит";"Калиниченко А.С.";"КВ";"55.76406799999999";"37.410169";"09.04.2025";"https://durnovcev2000.kaiten.ru/33680096"
"131727";"ООО ""Аджента""/ аптека Планета Здоровья";"Москва г, Крылатская ул, дом № 33, корпус 3";"Одинцово";"Гранит";"Пряшников Д.Ю.";"КВ";"55.759788";"37.4315913";"09.04.2025";"https://durnovcev2000.kaiten.ru/33680084"
"136062";"ООО ""ПРОСТОР-2000"", Коммерческое помещение";"Москва г, Энтузиастов ш, дом 22/18";"Одинцово";"Гранит";"Чиграй А.С.";"КВ";"55.7605965";"37.737556";"09.04.2025";"https://durnovcev2000.kaiten.ru/31421386"
"№1161ТБ";"ИП Азизов Вячеслав Исаевич / Коммерческое Помещение";"Люберцы, ул. Попова, дом 4 А";"Одинцово";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.6959128";"37.8936193";"07.04.2025";"https://durnovcev2000.kaiten.ru/45222262"
"131052";"ИП Шван Юлия Викторовна (Пекарня «Хлебница»)";"МО, г. Раменское, ул. Вокзальная, д.4Б";"Одинцово";"Гранит";"Рощин С.С.";"КВ";"55.5658667";"38.2266917";"07.04.2025";"https://durnovcev2000.kaiten.ru/32562664"
"138046";"ООО «Гард-НН»/(компьютерный клуб)";"Химки, пр-кт Мельникова, д. 2Б";"Одинцово";"Технологии Безопасности";"Гусев П.И.";"КВ";"55.90155439999999";"37.4065477";"04.04.2025";"https://durnovcev2000.kaiten.ru/36902677"
"91055";"ИП Бутакова Людмила Анатольевна (магазин продуктов «Мясная Лавка»)";"Москва г, Радиальная 6-я ул, дом № 5, корпус 2";"Одинцово";"Гранит";"Калиниченко А.С.";"КВ";"55.604605";"37.658760";"03.04.2025";"https://durnovcev2000.kaiten.ru/32511385"
"1118";"ООО «АПТЕКА ТАБЛЕТКА»";"г. Москва, ул. Ягодная 6";"Одинцово";"Эсток-Сервис";"Моторин А.В.";"КВ";"55.5766741";"37.6754621";"03.04.2025";"https://durnovcev2000.kaiten.ru/32511417"
"137190";"ООО «Гард-НН»/(компьютерный клуб)";"Москва г, вн.тер.г. муниципальный округ Зябликово, проезд Ореховый, д. 41, стр. 2";"Одинцово";"Технологии Безопасности";"Гусев П.И.";"КВ";"55.61620199999999";"37.730736";"02.04.2025";"https://durnovcev2000.kaiten.ru/32510826"
"90980";"Смоленский храм";"МО, г.Домодедово, село Константиново, 81А";"Одинцово";"Гранит";"Моторин А.В.";"КВ";"55.48544339999999";"37.9842475";"02.04.2025";"https://durnovcev2000.kaiten.ru/32510785"
"131556";"ИП Дубовцев Никита Игоревич Барбершоп «Черная кость»";"МО, г. Домодедово, 1-ый Советский проезд, д.2, к.1";"Одинцово";"Гранит";"Моторин А.В.";"КВ";"55.441131";"37.768688";"02.04.2025";"https://durnovcev2000.kaiten.ru/32510799"
"№ 1108ТБ";"ИП Арутюнян Альберт Ашотович / Гриль – Бар «Шашлычок»";"Москва, Новопетровская, дом 10";"Одинцово";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.828443";"37.526223";"02.04.2025";"https://durnovcev2000.kaiten.ru/43425793"
"137472";"ИП Труфанова Людмила Васильевна/Французская пекарня French Bakery SeDelice";"Москва г, ш Волоколамское, д. 24, к. 1, помещ. 15Н	Москва	Квартал";"Одинцово";"Технологии Безопасности";"Михно С.С.";"КВ";"55.8118132";"37.4850259";"02.04.2025";"https://durnovcev2000.kaiten.ru/33685961"
"133179";"ООО ""ЗДОРОВЬЕ""/Аптека Планета Здоровья";"Московская обл, Солнечногорский р-н, Солнечногорск г, Голубое д, Парковый бульвар, дом 5";"Одинцово";"Гранит";"Пряшников Д.Ю.";"КВ";"55.97842989999999";"37.096353";"01.04.2025";"https://durnovcev2000.kaiten.ru/33680686"
"90932";"Аптека ""Планета Здоровья""";"МО, Солнечногорский р-н, д. Подолино, ул. Некрасова д. 8";"Одинцово";"Гранит";"Пряшников Д.Ю.";"М";"55.9417712";"37.2613601";"01.04.2025";"https://durnovcev2000.kaiten.ru/33681571"
"1129";"Аптека ""Планета Здоровья""";"г.Москва, Менжинского д.32к3";"Одинцово";"Гранит";"Пряшников Д.Ю.";"М";"55.8699317";"37.6673193";"01.04.2025";"https://durnovcev2000.kaiten.ru/33668897"
"81214";"ООО «Тами и Ко» Магазин «Henderson» ЦАО ТРЦ ""АФИМОЛЛ Сити""";"Пресненская набережная, дом 2";"Одинцово";"Аллигатор";"Ахметвалиева В.М.";"КВ";"55.7492385";"37.539476";"28.03.2025";"https://durnovcev2000.kaiten.ru/32562762"
"134001";"ООО ""Гастроном Рублевский"" (Гастроном – Гастромаркет ""ЕДА"")";"Москва г, Рублёвское ш, дом 28, корпус 1";"Одинцово";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.746679";"37.4212831";"27.03.2025";"https://durnovcev2000.kaiten.ru/33681388"
"151695";"ООО «Система»/Пекарня Буханка";"Москва г, ул Академика Павлова, д. 38, к. 1";"Одинцово";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.744186";"37.407698";"27.03.2025";"https://durnovcev2000.kaiten.ru/41019945"
"136778";"ООО «ВКУСНО»/пекарня ""Буханка""";"Москва г, пер Лазаревский, д. 4";"Одинцово";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.791584";"37.616585";"27.03.2025";"https://durnovcev2000.kaiten.ru/42964669"
"90987- 90369";"Салон красоты, ИП Нечаева М.М.";"г. Королев, ул. Горького, д. 79к13";"Одинцово";"Гранит";"Моторин А.В.";"КВ";"55.9196007";"37.883249";"27.03.2025";"https://durnovcev2000.kaiten.ru/33668851"
"№ 914 ТБ";"Кальянная, ИП Воронков В.В";"г.Москва,Каширское шоссе,д.16к1с2";"Одинцово";"Технологии Безопасности";"Моторин А.В.";"КВ";"55.5315271";"37.7674241";"26.03.2025";"https://durnovcev2000.kaiten.ru/34757317"
"151685";"ООО «Система»/Пекарня Буханка";"Москва г, проезд 1-й Грайвороновский, д. 11, к. 1";"Одинцово";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.7223433";"37.7239053";"26.03.2025";"https://durnovcev2000.kaiten.ru/40723208"
"138866";"ИП Тангиева Дана Беслановна/Кладовка ""СКЛАДНО""";"Москва, ул. Веласкеса, д. 7, к. 6";"Одинцово";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.593937";"37.45972";"26.03.2025";"https://durnovcev2000.kaiten.ru/46686766"
"90401";"ИП Пронина Ирина Юрьевна/ Детский центр «Хеппи Минд» основной,Детский центр «Хеппи Минд»";"ул.Самуила Маршака .д.20";"Одинцово";"Технологии Безопасности";"Калиниченко А.С.";"КВ";"55.6357744";"37.3240287";"25.03.2025";"https://durnovcev2000.kaiten.ru/32511486"
"90862";"Кофейня Сoffee Gang";"МО, Рассказовка, ул. Самуила маршака 23/1";"Одинцово";"Технологии Безопасности";"Чиграй А.С.";"КВ";"55.6347305";"37.319402";"25.03.2025";"https://durnovcev2000.kaiten.ru/32511554"
"90938";"Аптека ""Планета Здоровья""";"МО г. Ступино, ул. Куйбышева, д.61А";"Одинцово";"Гранит";"Пряшников Д.Ю.";"М";"54.891577";"38.0724222";"24.03.2025";"https://durnovcev2000.kaiten.ru/32511494"
"151700";"ООО «Чайка»/ Пекарня Буханка";"Москва г, ул Ижорская, д. 6, к. 6";"Одинцово";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.880325";"37.5012619";"24.03.2025";"https://durnovcev2000.kaiten.ru/40837580"
"130202";"ООО Инвест капитал АЗС Радуга";"Подольск,п-т.Октябрьский,2Д";"Одинцово";"Гранит";"Дубовик А.С.";"КВ";"55.4253981";"37.5059904";"24.03.2025";"https://durnovcev2000.kaiten.ru/32510729"
"1185";"ООО ЧОП «Технологии безопасности»";"Москва г, ул Автозаводская, д. 4";"Одинцово";"Технологии Безопасности";"Гусев П.И.";"КВ";"55.70440079999999";"37.63464080000001";"24.03.2025";"https://durnovcev2000.kaiten.ru/47317622"
"137933";"ООО «ГАСТРОМИР» / гастроном";"Москва г, пр-кт Лермонтовский, д. 6";"Одинцово";"Эсток-Сервис";"Христенко Е.А.";"КВ";"55.7024637";"37.8484683";"24.03.2025";"https://durnovcev2000.kaiten.ru/47211768"
"84826";"Коммерческий банк Альтернатива ООО (БАНК)";"Арбат, д.12, стр.1, эт.2";"Одинцово";"Аллигатор";"Супонников М.С.";"КВ";"55.75105060000001";"37.5956933";"21.03.2025";"https://durnovcev2000.kaiten.ru/32562462"
"1448";"остановочная платформа МЦК Ботанический сад";"Москва, проезд Серебрякова, 2Гс2";"Одинцово";"Нева-2";"Дубовик А.С.";"М";"55.8456065";"37.6397131";"21.03.2025";"https://durnovcev2000.kaiten.ru/32562159"
"1446";"остановочная платформа МЦК Белокаменная";"Москва, станция Белокаменная, Московское центральное кольцо";"Одинцово";"Нева-2";"Дубовик А.С.";"М";"55.8293203";"37.7024151";"21.03.2025";"https://durnovcev2000.kaiten.ru/32562165"
"1445";"остановочная платформа МЦК Шоссе Энтузиастов";"Москва, Московское центральное кольцо, станция Шоссе Энтузиастов";"Одинцово";"Нева-2";"Дубовик А.С.";"М";"55.7589";"37.746011";"21.03.2025";"https://durnovcev2000.kaiten.ru/32562168"
"91256";"Аптека ""Планета Здоровья""";"МО, Котельники, Сосновая 1к2";"Одинцово";"Гранит";"Пряшников Д.Ю.";"М";"55.6705672";"37.8549666";"21.03.2025";"https://durnovcev2000.kaiten.ru/32562863"
"134071";"ООО «Аптека Экономия 1»/Аптека «ФармЛенд»";"Ильинское-Усово Архангельская ул, дом № 2";"Одинцово";"Технологии Безопасности";"Гунин В.В.";"КВ";"55.7704967";"37.2203934";"19.03.2025";"https://durnovcev2000.kaiten.ru/43885896"
"131974";"ООО ""Планета Здоровья Холдинг"" / Аптека Планета Здоровья";"Московская обл, Мытищи г, Астрахова пр-кт, дом 5";"Одинцово";"Гранит";"Пряшников Д.Ю.";"КВ";"55.92785600000001";"37.7285768";"19.03.2025";"https://durnovcev2000.kaiten.ru/33668902"
"131976";"""Планета Здоровья Холдинг"" / Аптека Планета Здоровья";"Московская обл, Мытищи г, Юбилейная ул, дом № 6";"Одинцово";"Гранит";"Пряшников Д.Ю.";"КВ";"55.9093525";"37.7123962";"19.03.2025";"https://durnovcev2000.kaiten.ru/33668906"
"132583";"ООО «ВКУСНО»/Пекарня Буханка";"Московская обл, Мытищи г, Мира ул, дом № 37";"Одинцово";"Эсток-Сервис";"Иванов";"КВ";"55.9153215";"37.7266176";"19.03.2025";"https://durnovcev2000.kaiten.ru/33668843"
"90487";"ИП Михаилян Арам Романович/Барбершоп ""Черная кость""";"Москва г, Дмитровский проезд, дом 4";"Одинцово";"Технологии Безопасности";"Моторин А.В.";"КВ";"55.8072415";"37.5627099";"14.03.2025";"https://durnovcev2000.kaiten.ru/33680057"
"130201";"Магазин пива ""Лещь""";"МО, д. Лопатино Солнечный бульвар д.12";"Одинцово";"Гранит";"Гаук Е.М.";"КВ";"55.5319566";"37.6396559";"11.03.2025";"https://durnovcev2000.kaiten.ru/32511106"
"135253";"ООО «АПТЕЧНЫЙ СКЛАД «ПОДМОСКОВЬЕ»";"Москва г, Вольная ул, дом 28/4, корпус 3";"Одинцово";"Гранит";"Кириченко Д.";"КВ";"55.774664";"37.737435";"11.03.2025";"https://durnovcev2000.kaiten.ru/31422603"
"136883";"ИП Клементьев Артём Олегович, Кладовка ""СКЛАДНО""";"Москва г, Кирпичный пер., дом № 17";"Одинцово";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.775150";"37.734461";"11.03.2025";"https://durnovcev2000.kaiten.ru/33237945"
"1613";"ИП Мустафина Диана Альбертовна, Салон красоты ""Монэ""";"Москва г, Новокузнецкая ул, дом № 6";"Одинцово";"Аллигатор";"Супонников М.С.";"КВ";"55.735651";"37.6325184";"11.03.2025";"https://durnovcev2000.kaiten.ru/33814849"
"137405";"ИП Шуняев Алексей Вадимович (магазин иконописной мастерской ""Наследие"")";"Москва г, ул Большая Якиманка, д. 19";"Одинцово";"Технологии Безопасности";"Михайлов А.Ю.";"КВ";"55.73792419999999";"37.6155542";"11.03.2025";"https://durnovcev2000.kaiten.ru/32955382"
"133922";"ИП Львов Г.К./Суши и пицца";"Московская обл, Долгопрудный г, Набережная ул, дом 29, корпус 1, помещение НП 18";"Одинцово";"Технологии Безопасности";"Калиниченко А.С.";"КВ";"55.962936";"37.525306";"11.03.2025";"https://durnovcev2000.kaiten.ru/33681426"
"ТО-1455";"ООО ""Дол-М"" Инвитро";"МО, г.Долгопрудный ул. Первомайская, 9/4 пом.6";"Одинцово";"Гранит";"Рощин С.С.";"КВ";"55.931784";"37.520078";"11.03.2025";"https://durnovcev2000.kaiten.ru/33680695"
"137850";"ИП Твердохлеб Владислав Викторович/Кладовка ""СКЛАДНО";"МО, г. Долгопрудный, ул. Московская, д. 56, к. 1";"Одинцово";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.960608";"37.524309";"11.03.2025";"https://durnovcev2000.kaiten.ru/34824817"
"134424";"Волобуев Михаил Николаевич/Кладовка ""СКЛАДНО""";"Москва г, Малая Тульская ул., дом 16";"Одинцово";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.7078099";"37.6173025";"11.03.2025";"https://durnovcev2000.kaiten.ru/33814929"
"1459";"ООО «РЕНТ ЦЕНТРАЛЬ»/ Ломбард Лига";"Москва г, Шоссейная ул, дом 4, корпус 1";"Одинцово";"Гранит";"Пряшников Д.Ю.";"КВ";"55.692045";"37.727372";"11.03.2025";"https://durnovcev2000.kaiten.ru/32562432"
"93259";"ИП Архангельский Роман Эдуардович, магазин Велодрайв";"Москва, Нижегородская 5,";"Одинцово";"Гранит";"Христенко Е.А.";"КВ";"55.738907";"37.677965";"10.03.2025";"https://durnovcev2000.kaiten.ru/33814770"
"1288";"ООО ""ИНДЕВОР"" (Гастроном “Эко-Гастроном”)";"Москва г, Сиреневый б-р, дом 28";"Одинцово";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.73749429999999";"37.8210395";"10.03.2025";"https://durnovcev2000.kaiten.ru/31423133"
