п/н";"Объект";"Адрес";"Округ";"Компания";"Менеджер";"Период обслуживания";"Latitude";"Longitude";"Дата последнего ТО";"Ссылка"
"91460";"ООО. ЭНЕРГИЯ (ангар)";"МО. Люберцы, Октябрьский пр-т д 259 Б";"ЮВАО";"Гранит";"Ткаченко В.Н.";"КВ";"55.674373";"37.90564";"11.12.2024";"#32562855"
"131923";"МО МОЦОМД КХН 4 этаж";"Люберцы Мира 6";"ЮВАО";"-";"Дубовик А.С.";"М";"55.6808134";"37.8887253";"11.12.2024";"https://durnovcev2000.kaiten.ru/space/346491/boards/card/32562089"
"133352 \ 133760";"ООО «МОНДИАРА»/офис (133352) И 2 (133760)";"Москва г, Привольная ул, дом 65/32";"ЮВАО";"Технологии Безопасности";"Чиграй А.С.";"КВ";"55.681677";"37.8481622";"11.12.2024";"https://durnovcev2000.kaiten.ru/32562268"
"134251";"ИП Вирабян Рузанна Вирабовна (Магазин «Всё для дома и Ремонта»)";"Московская обл, Люберцы г, Некрасовский проезд 4";"ЮВАО";"Технологии Безопасности";"Кузнецов М.А.";"КВ";"55.7078351";"37.9521905";"10.12.2024";"#32562773"
"916-311-93-29";"МО МОЦОМД ГИНЕКОЛОГИЧЕСКОЕ отд";"Люберцы Мира 6";"ЮВАО";"Нева-2";"Дубовик А.С.";"М";"55.6606537";"37.9101289";"10.12.2024";"-"
"131052";"ИП Шван Юлия Викторовна (Пекарня «Хлебница»)";"МО, г. Раменское, ул. Вокзальная, д.4Б";"ЮВАО";"Гранит";"Рощин С.С.";"КВ";"55.5658667";"38.2266917";"28.11.2024";"#32562664"
"131544";"ООО ""Альфа""/ аптека Планета Здоровья";"Московская обл, Раменский р-н, Раменское г, Крымская ул, дом № 1, помещение 4";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.5873938";"38.1879692";"28.11.2024";"#32562684"
"132275";"ООО ""Планета Здоровья Холдинг"" / Аптека Планета Здоровья";"Московская обл, Раменское г, Крымская ул, дом № 11";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.5873938";"38.1879692";"28.11.2024";"#32562689"
"137013";"ООО «Мой Ломбард»/Ломбард";"г.Москва,ул.Маршала Чуйкова,д.4";"ЮВАО";"Технологии Безопасности";"Михно С.С.";"КВ";"55.7043018";"37.7635237";"27.11.2024";"#32562024"
"134697";"ИП Рапецкая Зинаида Игоревна («Центр развития ребенка»)";"Москва г, Васильцовский Стан ул, дом 5, корпус 2, помещение Х";"ЮВАО";"Технологии Безопасности";"Гагилев";"КВ";"55.71414100000001";"37.749405";"27.11.2024";"#32562627"
"138158";"ИП Мешалкина Л.И./Пекарня ""Буханка""";"Москва, Васильцовский стан 7/1";"ЮВАО";"Гранит";"Сергеев Н.Р.";"КВ";"55.71490799999999";"37.75005700000001";"27.11.2024";"#38791321"
"132726";"ООО «Альтернатива» (Стоматология)";"Москва г, Гурьянова ул, дом № 4, корпус 1";"ЮВАО";"Гранит";"Мозговой И.В.";"КВ";"55.6827741";"37.7186822";"26.11.2024";"#32562318"
"132314";"ООО «ДАР-М» (Медицинский центр «LAB QUEST»)";"Москва г, Авиаконструктора Миля ул, дом 8";"ЮВАО";"Гранит";"Христенко Е.А.";"КВ";"55.6846846";"37.8531582";"25.11.2024";"#32562256"
"132824";"ИП Кашитский Руслан Иванович (Гастроном)";"г. Москва, ул. Авиаконтсруктора Миля, д. 8, корп. 1";"ЮВАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.6845262";"37.8533973";"25.11.2024";"#32562257"
"ТО № 246ТБ";"ИП Ераносян Анаит Мнацакановна /Хостел Медуза";"МО , г. Котельники 2-й покровский проезд д.4 к.2";"ЮВАО";"Технологии Безопасности";"Сергеев Н.Р.";"КВ";"55.66041809999999";"37.855341";"25.11.2024";"#32562708"
"ТО№ 5986";"Акобян Арман Серобови (Офис)";"Московская обл, Котельники г, 2-й Покровский проезд, дом 10";"ЮВАО";"Гранит";"Гаук Е.М.";"КВ";"55.6612807";"37.8523323";"25.11.2024";"#32562709"
"ТО№ 246ТБ";"ИП Ераносян Анаит Мнацакановна /Хостел";"МО , г. Котельники, 2-й Покровский проезд, д. 14, к. 1";"ЮВАО";"Технологии Безопасности";"Сергеев Н.Р.";"КВ";"55.663608";"37.858233";"25.11.2024";"#32562719"
"ТО-№ 246ТБ";"ИП Ераносян Анаит Мнацакановна /Хостел";"МО , г. Котельники, 2-й Покровский проезд, д. 14, к. 2";"ЮВАО";"Технологии Безопасности";"Сергеев Н.Р.";"КВ";"55.663539";"37.856815";"25.11.2024";"#32562723"
"ТО-475";"Окей Инглиш, ИП Пышнов";"МО, Котельники, 2й Покровский проезд 14/2";"ЮВАО";"Гранит";"-";"КВ";"55.6634355";"37.8567191";"25.11.2024";"#32562725"
"ТО- № 942ТБ";"Магазин ""Продуктовый Рай";"МО, г. Котельники, ул. 2-й Покровский пр-д., д. 4, корп. 1";"ЮВАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.6594254";"37.8573565";"25.11.2024";"#35756471"
"130900";"ООО ""МАРИЛАВ” (Центр косметологии и стоматологии ""МариЛав"")";"Москва г, Недорубова ул, дом 15";"ЮВАО";"Гранит";"Гаук Е.М.";"КВ";"55.703367";"37.9336895";"21.11.2024";"#32562610"
"132359";"ИП Соколова Елена Александровна/студия красоты ""Hair Box""";"Москва г, Недорубова ул, дом № 12";"ЮВАО";"Гранит";"Чиграй А.С.";"КВ";"55.7019329";"37.9293271";"21.11.2024";"#32562612"
"131026";"ФРЕНДСДЕНТ ООО (Стоматология ""Family Dent"");";"Москва, Недорубова 10";"ЮВАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.7009807";"37.9335751";"21.11.2024";"#32562616"
"91932";"Стоматология";"г.Москва, Покровская 12";"ЮВАО";"Гранит";"Чиграй А.С.";"КВ";"55.7591001";"37.6444543";"21.11.2024";"#32562626"
"136557";"ИП Меликсетян Меланья Вагаршаковна Крона Маркет";"МО, Люберцы г, Юности ул, д. 7";"ЮВАО";"Гранит";"Михно С.С.";"КВ";"55.7024182";"37.9092496";"21.11.2024";"#32562804"
"137783";"Савин Андрей Владимирович, суши-бар «Японский лось»";"г Люберцы, ул Весенняя, д. 12";"ЮВАО";"Технологии Безопасности";"Ахметкалиев Ф.Х.";"КВ";"55.7000074";"37.9074614";"21.11.2024";"#35018205"
"133702";"ИП Яровой Максим Витальевич/Гостевой дом «ВЕСНА»";"МО, Люберцы. СНТ Зелёная Зона д. 273";"ЮВАО";"Технологии Безопасности";"Чиграй А.С.";"КВ";"55.69877229999999";"37.9177438";"20.11.2024";"#32562471"
"131576";"ООО ""Восток"" аптека Планета Здоровья";"Москва г, Защитников Москвы пр-кт, дом № 9, корпус 1";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.698453";"37.9163472";"20.11.2024";"#32562600"
"136124";"ООО ""Фанагория-Розничная Сеть"", Магазин «Фанагория» 151";"Москва г, проспект Ленинский, д. 87 помещ. 2/1";"ЮВАО";"Гранит";"Милованова Т.";"КВ";"55.6795568";"37.5348194";"20.11.2024";"https://durnovcev2000.kaiten.ru/space/307074/boards/card/33814898"
"130207";"ИП Шабалина Дарья Леонидовна/Гончарный, Школа Керамики";"МО, г. Люберцы пр-т Гагарина, д. 26, корп. 1";"ЮВАО";"Гранит";"Супонников М.С.";"КВ";"55.6917525";"37.9165981";"19.11.2024";"#32562443"
"130240";"Аптека Столички";"Люберцы Инициативная д 5а пом 1";"ЮВАО";"Гранит";"-";"КВ";"55.68376900000001";"37.898399";"19.11.2024";"#32562452"
"1100";"ООО « МедАльянс»/ Инвитро";"Москва г, Ферганская ул, дом 13, корпус 5";"ЮВАО";"Технологии Безопасности";"Чиграй А.С.";"КВ";"55.70732";"37.813177";"18.11.2024";"#32562652"
"133000";"ИП Невская Ольга Александровна";"Московская обл, Люберцы г, Победы пр-кт, дом № 9/20";"ЮВАО";"Гранит";"Ткаченко В.Н.";"КВ";"55.6892879";"37.9124893";"15.11.2024";"#32562465"
"131745";"ООО ""Спот""/аптека Планета Здоровья";"Москва г, Дмитриевского ул, дом № 1";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.7090454";"37.8877121";"15.11.2024";"#32562539"
"133321";"ООО «Восход»/Пекарня Буханка";"Московская обл, Люберцы г, 8 Марта ул, дом 18, корпус 1";"ЮВАО";"Гранит";"Ткаченко В.Н.";"КВ";"55.6808134";"37.8887253";"15.11.2024";"#32562581"
"133419";"ООО ""НЕОФАРМ ТВЕРЬ"" Аптека Планета Здоровья";"Московская обл, Люберцы г, 8 Марта ул, дом 18 корп. 1";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.6808134";"37.8887253";"15.11.2024";"#32562591"
"ТО№ 489ТБ";"Пигарева Марина Евгеньевна, салон красоты";"Московская обл, Люберцы г, 8 Марта ул, дом 32";"ЮВАО";"Технологии Безопасности";"Епуре А.А.";"КВ";"55.6808134";"37.8887253";"15.11.2024";"#32562765"
"ТО-978";"ИП Монич Яна Валериевна  (Кафе ""DonerCafe"")";"Люберцы, Комсомольский пр-т 10/1, помещение 017";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.68861880000001";"37.9045527";"14.11.2024";"#32511612"
"93260";"ООО Гастрономия";"Москва, Зеленодольская улица 32/3";"ЮВАО";"Гранит";"-";"КВ";"55.71053209999999";"37.7690776";"11.11.2024";"#32562364"
"137500";"ООО РЕСУРС - 3 Гастроном";"Москва г, Зеленодольская ул, дом № 10/14";"ЮВАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.7107267";"37.7757621";"11.11.2024";"#32562361"
"137851";"ООО ""ИНФОРМАЦИОННЫЕ ПОТОКИ""/Кладовка ""СКЛАДНО""";"Москва,Зеленодольская, д. 11/16";"ЮВАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.711623";"37.777536";"11.11.2024";"https://durnovcev2000.kaiten.ru/space/346491/card/41261422"
"134516";"ООО «Система»/Пекарня Буханка";"г. Москва, ул. Цимлянская, 3 , к.2";"ЮВАО";"Гранит";"Ткаченко В.Н.";"КВ";"55.67015259999999";"37.7728196";"02.11.2024";"#32562496"
"ТО-№844ТБ";"ООО «Рокет Джамп 1», студия по изготовлению тортиков";"г.Москва,пр-д Южнопортовый 2-й,д.5,к.1";"ЮВАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.783822";"37.667713";"30.10.2024";"#34769465"
"137804";"ИП Тагиев П.Г.о";"г.Москва, 7-я улица Текстильщиков, дом 16";"ЮВАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.49043570000001";"37.304296";"30.10.2024";"#35908551"
"133122";"ООО ""ВЕРБЕНА"" /аптека Планета Здоровья";"Московская обл, Люберцы г, Мирный мкр, Академика Северина ул , дом 5, корпус 1";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.6808134";"37.8887253";"29.10.2024";"#32562567"
"131122";"ООО «Бердтишфмед», / Медицинская клиника «МедСэф»)";"МО., г.о. Люберцы, пос. Мирный, ул. Свободы, д. 3";"ЮВАО";"Гранит";"Чиграй А.С.";"КВ";"55.6808134";"37.8887253";"29.10.2024";"#32562573"
"ТО-502";"ИП Высокина Марина Геннадьевна, помещение";"Москва, Лавриненко 1";"ЮВАО";"Гранит";"Калиниченко А.С.";"КВ";"55.70178920000001";"37.9431879";"29.10.2024";"#32562622"
"134139";"ООО ""Мамила""/Аптека ""ФармЛенд""";"Московская обл, Котельники г, Парковый мкр., дом 1, корпус 5";"ЮВАО";"Технологии Безопасности";"Гунин В.В.";"КВ";"55.6532044";"37.8613222";"29.10.2024";"#32562756"
"137632";"ООО «ПегасКидс» (Детский центр СмартиКидс)";"Московская обл, г.о. Котельники, г Котельники, Парковый мкрн., д. 1, к. 21, помещ. 9";"ЮВАО";"Нева-Москва";"Хорзов С.В.";"КВ";"55.6532044";"37.8613222";"29.10.2024";"#33082857"
"138271";"ИП Аксенов Евгений Валерьевич / Пекарня Буханка";"Московская обл, г Люберцы, ул. Академика Северина 9/2";"ЮВАО";"Технологии Безопасности";"Дубовик А.С.";"КВ";"55.6646756";"37.9498156";"29.10.2024";"#37875988"
"138225";"ООО ""Парацельс""";"Москва г., Вертолетчиков, д. 4 к 6";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.7028393";"37.9468833";"29.10.2024";"#40054582"
"133266";"ООО""ВераМед"" /медицинский центр";"Москва г, Трофимова ул, дом 31";"ЮВАО";"Гранит";"Моторин А.В.";"КВ";"55.7028379";"37.6820836";"24.10.2024";"#32562279"
"93334";"Магазин Пиротехники";"Люберцы, Инициативная 50";"ЮВАО";"Технологии Безопасности";"Михно С.С.";"КВ";"55.681911";"37.910568";"23.10.2024";"#32562408"
"ТО-998";"ООО «РЕНТ ЦЕНТРАЛЬ»/ Ломбард Благо";"Дзержинский Поклонная ул, дом 3А";"ЮВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.632102";"37.847884";"07.10.2024";"#32511904"
"ТО-913";"ИП Хугаев Хостел";"г. Москва, Каширское шоссе д.78, корп. 6";"ЮВАО";"Гранит";"Мозговой И.В.";"М";"55.639983";"37.683666";"03.10.2024";"#32511669"
"133642";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""УЧЕБНО-МЕТОДИЧЕСКИЙ2 ЦЕНТР ПО ГРАЖДАНСКОЙ ОБОРОНЕ И ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ ГОРОДА МОСКВЫ""";"Москва г, Ферганская ул, дом 12";"ЮВАО";"Нева-2";"Шагров Д.Д.";"М";"55.708141";"37.8087";"16.09.2024";"https://durnovcev2000.kaiten.ru/32562048"
"134161";"ООО Вкусно, пекарня";"Москва г, Поляны ул, дом 5А, корпус 1";"ЮВАО";"Гранит";"Ткаченко В.Н.";"КВ";"55.5556822";"37.5554622";"07.08.2024";"https://durnovcev2000.kaiten.ru/32511221"
"ТО3574";"ИП Мешалкина Л.И./Пекарня ""Буханка""";"Москва, Васильцовский стан 7/1";"ЮВАО";"Гранит";"Сергеев Н.Р.";"КВ";"55.71490799999999";"37.75005700000001";"06.08.2024";"#32562350"
"134587";"ООО «Система»/Пекарня Буханка";"МО , Люберецкий р-н, рп.Красково , Егорьевское ш., 1к2";"ЮВАО";"Гранит";"Ткаченко В.Н.";"КВ";"55.6656037";"38.0001644";"19.07.2024";"#32562548"
"133398";"ООО «Восход»/ Пекарня Буханка";"Московская обл, Раменский р-н, Раменское г, Крымская ул, дом 1";"ЮВАО";"Гранит";"Ткаченко В.Н.";"КВ";"55.5873938";"38.1879692";"19.07.2024";"-"
"46723";"ИП Ким Дмитрий Леонидович (Сеть магазинов суши «СУШИ СТОР»";"Москва Краснодарская ул, дом 57, корпус 3";"ЮВАО";"Гранит";"Калиниченко А.С.";"КВ";"55.6762502";"37.7703282";"04.06.2024";"#32562513"
"133745";"ООО ВКУСНО, Пекарня «Буханка»";"г.Котельники , ул.Сосновая , 5";"ЮВАО";"Гранит";"Ткаченко В.Н.";"КВ";"55.67378919999999";"37.8568797";"31.05.2024";"-"
"84334";"ЗАО МПО Электромонтаж офис";"Москва, Паперника, д.7, корп.1";"ЮВАО";"Аллигатор";"Супонников М.С.";"КВ";"55.720302";"37.7853293";"22.05.2024";"#32562645"
"134602";"ООО «ВсеИнструменты.ру»/Пункт выдачи ""Всеинструменты""";"Московская обл, Котельники г, Железнодорожная ул, дом № 3с1";"ЮВАО";"Гранит";"Ткаченко В.Н.";"КВ";"55.6560414";"37.8659702";"20.05.2024";"https://durnovcev2000.kaiten.ru/space/307074/boards/card/32562760"
"136590";"Магазин «Пятерочка»";"Московская обл, Котельники г, Сосновая ул, дом № 5, корпус 1";"ЮВАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.6727583";"37.8545119";"08.05.2024";"https://durnovcev2000.kaiten.ru/space/361472/card/33668927"
"132269";"ООО ""Авоська-два"" магазин Авоська";"Москва г, Шоссейная ул, дом № 4, корпус 3";"ЮВАО";"Аллигатор";"Певзнер Ю.А.";"КВ";"55.6839229";"37.7241668";"18.04.2024";"#32562313"
"135255";"ООО «АПТЕЧНЫЙ СКЛАД «ПОДМОСКОВЬЕ», аптека";"Москва г, Недорубова ул, дом 30";"ЮВАО";"Гранит";"Епуре Ю.В.";"КВ";"55.70748990000001";"37.93416250000001";"27.09.2023";"#32562808"
"131220";"ИП Литвиненко Д.И. (Магазин «Выгодный Комиссионный»)";"Московская обл, Егорьевск г, Советская ул, дом 160А, этаж 2";"ЮВАО";"Гранит";"Христенко Е.А.";"КВ";"55.3835354";"39.0350242";"06.06.2023";"#32562041
