п/н";"Объект";"Адрес";"Округ";"Компания";"Менеджер";"Период обслуживания";"Latitude";"Longitude";"Дата последнего ТО";"Ссылка"
"ТО-173";"ИП Модников Павел Евгеньевич/коммерческое помещение";"Москва г, Перовская ул, дом 66, корпус 6";"ВАО";"Технологии Безопасности";"Дубовик А.С.";"КВ";"55.7594824";"37.7176457";"15.04.2025";"https://durnovcev2000.kaiten.ru/31421855"
"138280";"ООО ""Фанагория-Розничная Сеть"", Магазин ""Фанагория"" № 161";"Москва, пр-кт Свободный, д. 16";"ВАО";"Гранит";"Милованова Т.";"КВ";"55.7531676";"37.817135";"15.04.2025";"https://durnovcev2000.kaiten.ru/40529067"
"134927";"ООО ""Ромашки""/ Аптека Фармленд";"Москва г, Молостовых ул, дом № 1А";"ВАО";"Технологии Безопасности";"Гунин В.В.";"КВ";"55.758705";"37.8321982";"15.04.2025";"https://durnovcev2000.kaiten.ru/42303543"
"134942";"ИП  Закирова Наила Расимовна (Сеть магазинов «Суши Стор»)";"Москва г, Сосенское п, Скандинавский б-р, дом № 3, корпус 1";"ВАО";"Технологии Безопасности";"Калиниченко А.С.";"КВ";"55.56610269999999";"37.50044370000001";"14.04.2025";"https://durnovcev2000.kaiten.ru/32511368"
"136505";"ИП Парузина Дарья Николаевна («Центр детской нейропсихологии и логопедии «Нейроника»)";"Москва г, Сосенское п, Скандинавский б-р, дом 1, корпус 1";"ВАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.5673602";"37.4975254";"14.04.2025";"https://durnovcev2000.kaiten.ru/32511363"
"137112";"ИП Новицкий Владимир Сергеевич, Кладовка ""СКЛАДНО""";"Москва г, бульвар Скандинавский, д. 5, к. 3";"ВАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.5655004";"37.5009184";"14.04.2025";"https://durnovcev2000.kaiten.ru/32511354"
"133144";"ИП Крафт Ю.Н./Кафе ""Термос""";"Москва г, Сосенское п, Коммунарка п, Липовый парк ул, дом 7, помещение 25/1";"ВАО";"Технологии Безопасности";"Мозговой И.В.";"КВ";"55.5687544";"37.4907804";"14.04.2025";"https://durnovcev2000.kaiten.ru/32511362"
"22088";"КОФЕЙНЫЙ КАПИТАЛ ООО / Кофейня «Surf Cofee & Lefort»";"Москва г, ул Красноказарменная, д. 14А, к. 5";"ВАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.7517445";"37.8884512";"14.04.2025";"https://durnovcev2000.kaiten.ru/32519900"
"133627";"ООО ЮНИМЕД аптека";"Москва г, Преображенский Вал ул, дом 4, помещение 9, комната 7";"ВАО";"Технологии Безопасности";"Кривошеев";"КВ";"55.75017";"37.8821887";"14.04.2025";"https://durnovcev2000.kaiten.ru/31422678"
"134236";"ООО «САНЛАЗЕР»/Клиника лазерной эпиляции SUNLASER";"Москва г, Красноказарменная ул, дом 14А, корпус 6";"ВАО";"Технологии Безопасности";"Калиниченко А.С.";"КВ";"55.7993899";"37.8052833";"14.04.2025";"https://durnovcev2000.kaiten.ru/31421295"
"ТО № 6006";"Пекарня Буханка";"Москва Окская 7а";"ВАО";"Гранит";"Мозговой И.В.";"КВ";"55.7138112";"37.7627279";"13.04.2025";"https://durnovcev2000.kaiten.ru/32562449"
"138660";"ООО «ВОСХОД»/ Пекарня Буханка";"Москва, Газгольдерная, д. 10";"ВАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.725821";"37.7376867";"13.04.2025";"https://durnovcev2000.kaiten.ru/44123523"
"137946";"ИП Новиков Сергей Анатольевич/Кладовка ""СКЛАДНО""";"г. Москва, ул. Судостроительная, д. 51";"ВАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.68766549999999";"37.6920384";"10.04.2025";"https://durnovcev2000.kaiten.ru/35684107"
"93125";"Аптека ""Планета Здоровья""";"г. Москва, Электролитный пр-д. д.16/7";"ВАО";"Гранит";"Пряшников Д.Ю.";"М";"55.6693143";"37.61108249999999";"10.04.2025";"https://durnovcev2000.kaiten.ru/32511768"
"130166";"аптека ""Планета здоровья""";"г. Москва, ул. Судостроительная, д. 17";"ВАО";"Гранит";"Пряшников Д.Ю.";"М";"55.68162170000001";"37.6742201";"10.04.2025";"https://durnovcev2000.kaiten.ru/32511769"
"131467";"ООО ""Восток"" аптека Планета Москва";"Москва г, Корабельная ул, д. 6";"ВАО";"Гранит";"Пряшников Д.Ю.";"М";"55.67886069999999";"37.6955719";"10.04.2025";"https://durnovcev2000.kaiten.ru/32511790"
"132651";"ИП Быкова Екатерина Леонидовна/Кафе «Berry Fruit Vitamin & Fresh Bar»";"Москва г, Ленинский пр-кт, дом № 64/2";"ВАО";"Гранит";"Кузнецов М.А.";"КВ";"55.6807772";"37.5338928";"10.04.2025";"https://durnovcev2000.kaiten.ru/33814827"
"132773";"ООО «Енисейский» (Гастроном «Университетский»)";"Москва г, Строителей ул, дом 7, корпус 1";"ВАО";"Гранит";"Христенко Е.А.";"КВ";"55.686026";"37.53603400000001";"10.04.2025";"https://durnovcev2000.kaiten.ru/33814841"
"136124";"ООО ""Фанагория-Розничная Сеть"", Магазин «Фанагория» 151";"Москва г, проспект Ленинский, д. 87 помещ. 2/1";"ВАО";"Гранит";"Милованова Т.";"КВ";"55.6795568";"37.5348194";"10.04.2025";"https://durnovcev2000.kaiten.ru/33814898"
"1619";"ИП Семено Богдан Александрович (Производственное здание 2-х этажное)";"Люберцы, ул Авиаконструктора Миля, д. 1";"ВАО";"Технологии Безопасности";"Михайлов А.Ю.";"КВ";"55.666751";"37.929018";"05.04.2025";"https://durnovcev2000.kaiten.ru/44344258"
"138487";"ИП Семено Богдан Александрович (Производственная база «Ангар»)";"Люберцы, ул Авиаконструктора Миля, д. 1";"ВАО";"Технологии Безопасности";"Михайлов А.Ю.";"КВ";"55.6817392";"37.8572247";"05.04.2025";"https://durnovcev2000.kaiten.ru/43650607"
"1454";"ООО «Компит»";"Москва г, ул Грузинский Вал, д. 14";"ВАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.7729924";"37.57727149999999";"05.04.2025";"https://durnovcev2000.kaiten.ru/40186844"
"137810";"ООО «ПРОМНАСОСИНЖИНИРИНГ» / Подвал";"Москва,  Большая Грузинская, д. 57, стр. 1";"ВАО";"Технологии Безопасности";"Михайлов А.Ю.";"КВ";"55.7719211";"37.5815741";"05.04.2025";"https://durnovcev2000.kaiten.ru/36628844"
"ТО№ 559";"ООО РИГТЕЙЛ/коммерческое помещение";"Москва г, Пролетарский пр-кт, дом 14/49, корпус 2";"ВАО";"Технологии Безопасности";"Сергеев Н.Р.";"КВ";"55.63667299999999";"37.653607";"03.04.2025";"https://durnovcev2000.kaiten.ru/32510686"
"138662";"ООО «ГОРОДСКИЕ РЕШЕНИЯ»/Кладовка ""СКЛАДНО""";"Москва, 1-й Войковский, д. 16, к. 1";"ВАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.8167245";"37.4890627";"02.04.2025";"https://durnovcev2000.kaiten.ru/44137842"
"151658";"ООО ""Фанагория-Розничная Сеть"", Магазин «Фанагория» № 147";"Москва г., ул. Фестивальная . д.7";"ВАО";"Гранит";"Милованова Т.";"КВ";"55.8551014";"37.4744461";"02.04.2025";"https://durnovcev2000.kaiten.ru/33681603"
"132774";"ООО НПО РЭЙЛ/Аптека планета Здоровья";"Москва г, Сиреневый б-р, дом № 64А";"ВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.802933";"37.829503";"02.04.2025";"https://durnovcev2000.kaiten.ru/31423258"
"137162";"ИП Малышев Алексей Викторович(Суши Вок)";"г Домодедово, Набережная ул, д. 1, стр. 1";"ВАО";"Технологии Безопасности";"Моторин А.В.";"КВ";"55.4473798";"37.7352473";"02.04.2025";"https://durnovcev2000.kaiten.ru/41136328"
"91075";"Аптека ""Планета Здоровья""";"г.Москва. ул. Мусы Джалиля 28";"ВАО";"Гранит";"Пряшников Д.Ю.";"М";"55.620254";"37.741821";"02.04.2025";"https://durnovcev2000.kaiten.ru/32511810"
"93115";"Аптека ""Планета Здоровья""";"Москва, Сиреневый б-р, д. 12, корп. 1";"ВАО";"Гранит";"Пряшников Д.Ю.";"М";"55.77585490000001";"37.6863872";"02.04.2025";"https://durnovcev2000.kaiten.ru/31420811"
"ТО-2609";"Мастер отель ИП Громов П В";"г.Москва, ул. Академика Королева 10";"ВАО";"Гранит";"Дубовик А.С.";"М";"55.8233978";"37.6198683";"01.04.2025";"https://durnovcev2000.kaiten.ru/33668929"
"133034";"ООО «2ЛАБ» (Медицинские анализы ""2LAB"")";"Московская обл, Наро-Фоминск г, Свободы пл, дом 4";"ВАО";"Гранит";"Христенко Е.А.";"КВ";"55.3855042";"36.7281294";"31.03.2025";"https://durnovcev2000.kaiten.ru/32510916"
"133372";"ООО «Нарамед» (Лаборатория «Гемотест»)";"Московская обл, Наро-Фоминск г, Войкова ул, дом 3, помещение 2";"ВАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.3856587";"36.7444879";"31.03.2025";"https://durnovcev2000.kaiten.ru/32510908"
"133857";"ООО «Центр практик и развития Йога Баланс»/(«Йога Баланс»)";"Москва, Бориса Пастернака, д 33/1";"ВАО";"Технологии Безопасности";"Рощин С.С.";"КВ";"55.6369232";"37.3119667";"31.03.2025";"https://durnovcev2000.kaiten.ru/32511434"
"133642";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""УЧЕБНО-МЕТОДИЧЕСКИЙ2 ЦЕНТР ПО ГРАЖДАНСКОЙ ОБОРОНЕ И ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ ГОРОДА МОСКВЫ""";"Москва г, Ферганская ул, дом 12";"ВАО";"Нева-2";"Шагров Д.Д.";"М";"55.708141";"37.8087";"31.03.2025";"https://durnovcev2000.kaiten.ru/32562048"
"131566";"ООО ""АлХрис"" Хостел ""ХРИСТАЛ""";"г. Москва, Кривоколенный переулок, д. 4, с. 3";"ВАО";"Гранит";"Дубовик А.С.";"М";"55.760709";"37.6337136";"31.03.2025";"https://durnovcev2000.kaiten.ru/32562282"
"138524";"ООО «ГАЛЕНА-ЛЮКС» (Складские услуги «Кладовкин»)";"Москва проезд 1-й Волоколамский, д. 11, к. 1";"ВАО";"Технологии Безопасности";"Михайлов А.Ю.";"КВ";"55.801946";"37.49063200000001";"29.03.2025";"https://durnovcev2000.kaiten.ru/42911187"
"1438";"остановочная платформа МЦК Кутузовская вход с Кутузовская, вход №2 с Кутузовского проспекта ЮГ";"остановочная платформа МЦК Кутузовская вход с Кутузовская, вход №2 с Кутузовского проспекта ЮГ";"ВАО";"Нева-2";"Дубовик А.С.";"М";"55.739468";"37.534406";"28.03.2025";"https://durnovcev2000.kaiten.ru/32562130"
"1450";"остановочная платформа МЦК Шелепиха";"Москва, Московское центральное кольцо, станция Шелепиха";"ВАО";"Нева-2";"Дубовик А.С.";"М";"55.7566971";"37.525776";"28.03.2025";"https://durnovcev2000.kaiten.ru/32562150"
"131374";"ООО Аджента Аптека Планета Здоровья";"Москва г, Маршала Ерёменко ул, д.5к3";"ВАО";"Гранит";"Пряшников Д.Ю.";"М";"55.7123354";"37.9459499";"28.03.2025";"https://durnovcev2000.kaiten.ru/32563041"
"90215";"Студия маникюра Лаки ИП Черенцова И А";"Москва ул Академика Янгеля 1 корп 1";"ВАО";"Гранит";"-";"КВ";"55.594053";"37.5967179";"26.03.2025";"https://durnovcev2000.kaiten.ru/32511164"
"138622";"ИП Нестерова Светлана Евгеньевна (Балансир Центр развития ребёнка)";"Мытищи, ул Мира, д. 41";"ВАО";"Технологии Безопасности";"Сафин М.С.";"КВ";"55.920689";"37.7166634";"18.03.2025";"https://durnovcev2000.kaiten.ru/44139087"
"ТО № 454ТБ";"ИП Кривоносов Павел Александрович (Кофейня «Coffeeist»)";"Москва г, Хорошёвский 1-й проезд, дом 16, корпус 1";"ВАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.774568";"37.544530";"06.03.2025";"https://durnovcev2000.kaiten.ru/33680759"
"133111";"ИП Данилов Андрей Николаевич (Пекарня «Хлебница»)";"Москва г, Халтуринская ул, дом 17";"ВАО";"Гранит";"Рощин С.С.";"КВ";"55.803332";"37.724220";"06.03.2025";"https://durnovcev2000.kaiten.ru/31422470"
"ТО № 246ТБ";"ИП Ераносян Анаит Мнацакановна /Хостел";"МО , г. Котельники, 3-й Покровский проезд, д. 2, пом. 030";"ВАО";"Технологии Безопасности";"Сергеев Н.Р.";"КВ";"55.66041809999999";"37.855341";"04.03.2025";"https://durnovcev2000.kaiten.ru/32562744"
"130398";"ИП Ревенко Елена Петровна (Магазин Ремит)";"МО, пос. Булатниковское , д. Дрожжино, Новое шоссе д.4";"ВАО";"Технологии Безопасности";"Калиниченко А.С.";"КВ";"55.5263409";"37.5881888";"03.03.2025";"https://durnovcev2000.kaiten.ru/32511044"
"91577";"ИП Данилов Андрей Николаевич (Пекарня «Хлебница»)";"МО, г.Лобня, ул. Ленина, д. 23/4";"ВАО";"Гранит";"Рощин С.С.";"КВ";"56.010911";"37.473536";"03.03.2025";"https://durnovcev2000.kaiten.ru/33680261"
"137189";"ООО «Гард-НН»/(компьютерный клуб)";"Москва г, ул Братиславская, д. 14";"ВАО";"Технологии Безопасности";"Гусев П.И.";"КВ";"55.6591734";"37.7547609";"27.02.2025";"https://durnovcev2000.kaiten.ru/32562023"
"93333";"Магазин ""Мирамакс""";"г. Москва, ул. Скобелевская д. 12";"ВАО";"Гранит";"-";"КВ";"55.54961470000001";"37.5541187";"24.02.2025";"https://durnovcev2000.kaiten.ru/32511213"
"91272";"ООО ""Медальянс""";"Коммунарка, ул. Александры Монаховой 96к2";"ВАО";"Гранит";"Христенко Е.А.";"КВ";"55.56446709999999";"37.4862021";"24.02.2025";"https://durnovcev2000.kaiten.ru/32511147"
"91631";"""Инвитро""";"г. Москва, поселение Сосенское, п. Коммунарка, улица Александры Монаховой, дом 92, корпус 2";"ВАО";"Гранит";"Христенко Е.А.";"КВ";"55.5432579";"37.487432";"24.02.2025";"https://durnovcev2000.kaiten.ru/32511154"
"133266";"ООО""ВераМед"" /медицинский центр";"Москва г, Трофимова ул, дом 31";"ВАО";"Гранит";"Моторин А.В.";"КВ";"55.7028379";"37.6820836";"24.02.2025";"https://durnovcev2000.kaiten.ru/32562279"
"132726";"ООО «Альтернатива» (Стоматология)";"Москва г, Гурьянова ул, дом № 4, корпус 1";"ВАО";"Гранит";"Мозговой И.В.";"КВ";"55.6827741";"37.7186822";"24.02.2025";"https://durnovcev2000.kaiten.ru/32562318"
"134788";"ИП Карпов Артур Владимирович (Кофейня: COFFEE WAY)";"Москва г, Нововатутинская 3-я, д 6.";"ВАО";"Технологии Безопасности";"Калиниченко А.С.";"КВ";"55.5212908";"37.3494088";"21.02.2025";"https://durnovcev2000.kaiten.ru/32511243"
"133524";"ООО «Восход»/ Пекарня Буханка";"Москва г, пр Куприна, 34к2";"ВАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.540822";"37.455040";"21.02.2025";"https://durnovcev2000.kaiten.ru/32511223"
"137315";"АО фирма «Агрокомплекс» им. Н. И. Ткачева, магазин № 2002";"Москва г, вн.тер.г. поселение Сосенское, п Коммунарка, ул Александры Монаховой, д. 92, к. 2";"ВАО";"Гранит";"Писаренко С.";"КВ";"55.5432579";"37.487432";"21.02.2025";"https://durnovcev2000.kaiten.ru/33814889"
"ТО-2267";"ИП Болдырева Т.С. / детский центр Фанни Банни";"Москва г, Воскресенское п, дом 4а, помещение 6";"ВАО";"Гранит";"Калиниченко А.С.";"КВ";"55.5049307";"37.4342345";"21.02.2025";"https://durnovcev2000.kaiten.ru/32511269"
"130240";"Аптека Столички";"Люберцы Инициативная д 5а пом 1";"ВАО";"Гранит";"-";"КВ";"55.68376900000001";"37.898399";"21.02.2025";"https://durnovcev2000.kaiten.ru/32562452"
"130900";"ООО ""МАРИЛАВ” (Центр косметологии и стоматологии ""МариЛав"")";"Москва г, Недорубова ул, дом 15";"ВАО";"Гранит";"Гаук Е.М.";"КВ";"55.703367";"37.9336895";"21.02.2025";"https://durnovcev2000.kaiten.ru/32562610"
"50795";"ИП Кан Елена Павловна Магазин «Суши Стор»";"г. Москва, ул. Изумрудная д, 18";"ВАО";"Гранит";"Калиниченко А.С.";"КВ";"55.871011";"37.682916";"21.02.2025";"https://durnovcev2000.kaiten.ru/33668810"
"90248";"Аптека ""Планета Здоовья""";"МО, г.Солнечногорск, ул. Молодежная 1";"ВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"56.1768947";"37.0011886";"21.02.2025";"https://durnovcev2000.kaiten.ru/33680595"
"133633";"ООО «Арктик»/ аптека Планета Здоровья";"Московская обл, Солнечногорск г, Баранова ул, строение 2";"ВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"56.18299500000001";"36.978127";"21.02.2025";"https://durnovcev2000.kaiten.ru/33680585"
"1217";"ООО «МедОк» (Клиника «Инвитро»)";"г. Москва, ул. Малыгина, д. 22 корп.1";"ВАО";"Гранит";"Христенко Е.А.";"КВ";"55.884541";"37.688936";"21.02.2025";"https://durnovcev2000.kaiten.ru/33668781"
"1432";"ООО «РЕНТ ЦЕНТРАЛЬ»/ Ломбард Благо";"г. Москва, Алтуфьевское ш, дом 86";"ВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.8485542";"37.583099";"21.02.2025";"https://durnovcev2000.kaiten.ru/33668863"
"130238";"ООО «СЕТЬ СОЦИАЛЬНЫХ АПТЕК «СТОЛИЧКИ»/аптека «Столички»";"Москва, Ярославское шоссе, д. 142, корп. 5";"ВАО";"Гранит";"Хряпин Д.В.";"КВ";"55.8765622";"37.7216382";"21.02.2025";"https://durnovcev2000.kaiten.ru/33668933"
"137804";"ИП Тагиев П.Г.о";"г.Москва, 7-я улица Текстильщиков, дом 16";"ВАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.694672";"37.747639";"21.02.2025";"https://durnovcev2000.kaiten.ru/35908551"
"7937";"Магазин Авоська ООО Авоська два";"г Одинцово ул Сколковская 9 А";"ВАО";"Аллигатор";"Певзнер Ю.А.";"КВ";"55.6995055";"37.3197113";"20.02.2025";"https://durnovcev2000.kaiten.ru/32511821"
"134139";"ООО ""Мамила""/Аптека ""ФармЛенд""";"Московская обл, Котельники г, Парковый мкр., дом 1, корпус 5";"ВАО";"Технологии Безопасности";"Гунин В.В.";"КВ";"55.6532044";"37.8613222";"20.02.2025";"https://durnovcev2000.kaiten.ru/32562756"
"137632";"ООО «ПегасКидс» (Детский центр СмартиКидс)";"Московская обл, г.о. Котельники, г Котельники, Парковый мкрн., д. 1, к. 21, помещ. 9";"ВАО";"Нева-Москва";"Хорзов С.В.";"КВ";"55.6532044";"37.8613222";"20.02.2025";"https://durnovcev2000.kaiten.ru/33082857"
"22081";"ООО ""Кофейная волна""/Кофейня «SURF COFFEE & RADIO»";"Москва г, наб Новоданиловская, д. 8";"ВАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.6960245";"37.6251275";"20.02.2025";"https://durnovcev2000.kaiten.ru/32562097"
"137676";"ИП Ермаков Сергей Александрович (Маникюрный салон Beauty PRIDE)";"г Жуковский, ул Баженова, д. 4/2";"ВАО";"Технологии Безопасности";"Бурлакова Д.М.";"КВ";"55.6083437";"38.0752344";"20.02.2025";"https://durnovcev2000.kaiten.ru/34415075"
"131086";"ИП Баганова Н. А. Пекарня «Хлебница»";"г. Москва, ул. Бутырская, д.97";"ВАО";"Гранит";"Рощин С.С.";"КВ";"55.80773";"37.5803854";"20.02.2025";"https://durnovcev2000.kaiten.ru/33680037"
"137580";"ООО «ИЗЮМИНКА-1»/Кладовка ""СКЛАДНО""";"Москва проезд Петровско-Разумовский, д. 24, к. 2";"ВАО";"Технологии Безопасности";"Гаук Е.М.";"КВ";"55.801981";"37.5645981";"20.02.2025";"https://durnovcev2000.kaiten.ru/34571237"
"137972";"Магазин ""Новое & Старое"" СМОТРОВ Ю. И.";"Москва, п. Сосенское, ул. Большое Понизовье 1, пом. 3";"ВАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.6051367";"37.4146211";"20.02.2025";"https://durnovcev2000.kaiten.ru/36778820"
"ТО-N909ТБ";"Конный магазин ""Sweet horse""";"Москва, Петровско-Разумовский пр-д, 13к2";"ВАО";"Технологии Безопасности";"Мозговой И.В.";"КВ";"55.796759";"37.567464";"20.02.2025";"https://durnovcev2000.kaiten.ru/35499693"
"133122";"ООО ""ВЕРБЕНА"" /аптека Планета Здоровья";"Московская обл, Люберцы г, Мирный мкр, Академика Северина ул , дом 5, корпус 1";"ВАО";"Гранит";"Пряшников Д.Ю.";"КВ";"55.6808134";"37.8887253";"19.02.2025";"https://durnovcev2000.kaiten.ru/32562567"
"131122";"ООО «Бердтишфмед», / Медицинская клиника «МедСэф»)";"МО., г.о. Люберцы, пос. Мирный, ул. Свободы, д. 3";"ВАО";"Гранит";"Чиграй А.С.";"КВ";"55.6808134";"37.8887253";"19.02.2025";"https://durnovcev2000.kaiten.ru/32562573"
"136890";"ООО «Гард-НН»/(компьютерный клуб)";"Москва г, ул Нижегородская, д. 2, к. 1";"ВАО";"Технологии Безопасности";"Гусев П.И.";"КВ";"55.7386351";"37.6743021";"18.02.2025";"https://durnovcev2000.kaiten.ru/33294908"
"136532";"ИП Овсянников Сергей Викторович (Кафе «VЛаVаше, СтритФуд, Шаверма, 24/7»)";"Москва г, Люблинская ул, дом 78 корпус 2";"ВАО";"Технологии Безопасности";"Христенко Е.А.";"КВ";"55.6620819";"37.73060359999999";"18.02.2025";"https://durnovcev2000.kaiten.ru/32562415"
"134516";"ИП Лапаева Вера Сергеевна /Пекарня Буханка";"г. Москва, ул. Цимлянская, 3 , к.2";"ВАО";"Эсток-Сервис";"Ткаченко В.Н.";"КВ";"55.67015259999999";"37.7728196";"18.02.2025";"https://durnovcev2000.kaiten.ru/32562496"
